id,created_at,updated_at,deleted_at,factura_id,producto_id,cantidad,precio_unitario,precio_total,uuid,factura_uuid
1121,2025-10-09 22:16:32.790958+00,2025-10-09 22:16:32.790958+00,,593,362,1,2600,2600,1b8cd5b8-654d-4ac9-90a9-6341024a7612,bc67fabb-e971-42ff-9181-876de6a837f5
1122,2025-10-09 22:16:32.790958+00,2025-10-09 22:16:32.790958+00,,593,630,1,1800,1800,2bfd3e99-c957-4b16-97d9-82732ddb96c1,bc67fabb-e971-42ff-9181-876de6a837f5
1123,2025-10-09 22:24:50.787706+00,2025-10-09 22:24:50.787706+00,,594,989,1,5200,5200,ede0fc3e-c95a-471d-9930-88d7152386b6,64059755-8c72-41b2-809a-25d617ad00fe
1124,2025-10-09 22:26:39.715332+00,2025-10-09 22:26:39.715332+00,,595,51,1,2400,2400,3805d70e-30af-4236-b634-ff7948659ac7,8c31b1c7-241c-4661-bc2e-e9f0838326a2
1125,2025-10-09 22:26:39.715332+00,2025-10-09 22:26:39.715332+00,,595,585,1,4200,4200,7338a322-b55f-468d-b73f-104fa989adaa,8c31b1c7-241c-4661-bc2e-e9f0838326a2
1126,2025-10-09 22:28:04.016432+00,2025-10-09 22:28:04.016432+00,,596,1034,3,4500,13500,798c01a6-d71b-4e76-b964-521fa9188f61,c1f3c2e8-205b-4057-bd9d-b853b57d441e
1127,2025-10-09 22:33:45.096786+00,2025-10-09 22:33:45.096786+00,,597,779,2,1800,3600,8065b869-cb41-4c5a-8bd9-dd6b6e46f940,2636e4ca-e30a-4dee-a74f-f5f5c1c6f16c
1128,2025-10-09 22:37:18.465159+00,2025-10-09 22:37:18.465159+00,,598,188,10,700,7000,69954dc2-609d-48bf-acc8-cc20da8e5169,6a2f98b2-fd15-44c5-b42e-766b2a5b680e
1129,2025-10-09 22:52:27.651393+00,2025-10-09 22:52:27.651393+00,,599,26,1,7800,7800,675492fc-b84a-4cd7-a6f0-8725f9c8599f,a6ea516a-3371-48c3-b658-f817f65ac1ce
1130,2025-10-09 22:52:27.651393+00,2025-10-09 22:52:27.651393+00,,599,582,1,5900,5900,1337a06a-f161-4772-bd9d-11ee261cde43,a6ea516a-3371-48c3-b658-f817f65ac1ce
1131,2025-10-09 22:52:27.651393+00,2025-10-09 22:52:27.651393+00,,599,835,1,2000,2000,f83a8ea5-7b58-40c7-b4a1-9881c04e4235,a6ea516a-3371-48c3-b658-f817f65ac1ce
1132,2025-10-09 22:58:26.196661+00,2025-10-09 22:58:26.196661+00,,600,636,1,2600,2600,c95f8863-efbe-40b8-9828-bf7ae51a20aa,493abf2d-6009-4e48-8aec-7c9b5db5ba50
1133,2025-10-09 22:58:26.196661+00,2025-10-09 22:58:26.196661+00,,600,375,1,4400,4400,cd3d28fb-69ff-4279-81a3-5611c84549eb,493abf2d-6009-4e48-8aec-7c9b5db5ba50
1134,2025-10-09 22:58:26.196661+00,2025-10-09 22:58:26.196661+00,,600,195,1,6700,6700,d11e61f7-99e7-4e2b-abda-eeb950e6b109,493abf2d-6009-4e48-8aec-7c9b5db5ba50
1135,2025-10-09 23:15:13.640761+00,2025-10-09 23:15:13.640761+00,,601,392,1,11500,11500,3355cabf-c82b-4ac9-a16d-f2a36e629209,90a34861-7355-41dd-8deb-cb145a976dff
1136,2025-10-09 23:26:01.741728+00,2025-10-09 23:26:01.741728+00,,602,33,10,2600,26000,2dc75e2e-ac06-4f9c-9467-84892a7077a5,94687f06-d117-456f-917e-97f28ce9e4b5
1137,2025-10-09 23:26:01.741728+00,2025-10-09 23:26:01.741728+00,,602,592,1,4500,4500,69db4c06-ff8a-4cec-9cd3-a6fd21478976,94687f06-d117-456f-917e-97f28ce9e4b5
1138,2025-10-09 23:46:13.093578+00,2025-10-09 23:46:13.093578+00,,603,51,1,2400,2400,6742ab0d-ba00-44d3-b83f-a0bef331ff72,9b0329dc-5434-4dfd-996d-6cee6fb38fac
1139,2025-10-09 23:51:43.132519+00,2025-10-09 23:51:43.132519+00,,604,275,1,13900,13900,20cd0730-6168-42d7-b6cc-6051ad556acd,e479f6bb-1861-46a4-99a8-9453253d4d3c
1140,2025-10-09 23:59:04.948014+00,2025-10-09 23:59:04.948014+00,,605,742,1,15800,15800,0caa4861-9056-4d3f-a4c9-74fd730f252e,70006305-4060-48be-8203-f2a11925ee64
1141,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,652,2,2200,4400,a6de7b12-3598-4cf3-bd5f-0106f6c41771,9977d523-b006-427d-a1b3-d5933fb75533
1142,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,461,2,500,1000,40335da5-ea9b-41f7-9503-e63b30942068,9977d523-b006-427d-a1b3-d5933fb75533
1143,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,781,1,8000,8000,fb9743bf-4bf2-44a8-9750-00e9055a97f7,9977d523-b006-427d-a1b3-d5933fb75533
1144,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,851,1,5300,5300,6c3c698a-444f-42ce-afbd-42813ec5146d,9977d523-b006-427d-a1b3-d5933fb75533
1145,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,918,1,2200,2200,681d7634-cac2-4179-ae45-d083048368c3,9977d523-b006-427d-a1b3-d5933fb75533
1146,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,302,1,2700,2700,0c88f829-26c7-40db-a09c-165db01d7e48,9977d523-b006-427d-a1b3-d5933fb75533
1147,2025-10-10 00:43:24.049535+00,2025-10-10 00:43:24.049535+00,,606,12,4,900,3600,17371c78-4091-4c35-bc57-cfd7867d8b3e,9977d523-b006-427d-a1b3-d5933fb75533
1148,2025-10-10 00:49:58.186646+00,2025-10-10 00:49:58.186646+00,,607,667,2,1400,2800,b14e9d79-2798-4e66-89b4-0707fb4480a0,60e59274-6db9-47e5-a534-bf1a75c0429b
1149,2025-10-10 00:49:58.186646+00,2025-10-10 00:49:58.186646+00,,607,991,2,500,1000,39b26fd1-7a2d-40eb-b51a-9a0748a79b86,60e59274-6db9-47e5-a534-bf1a75c0429b
1150,2025-10-10 00:49:58.186646+00,2025-10-10 00:49:58.186646+00,,607,441,1,2900,2900,796ad9db-0597-40fb-aadf-ed4dd0acfa62,60e59274-6db9-47e5-a534-bf1a75c0429b
1151,2025-10-10 01:01:54.42261+00,2025-10-10 01:01:54.42261+00,,608,1056,1,1400,1400,65235ba3-64ef-4572-84b3-411c41219389,411254f2-f98c-495a-9c77-eeb0c256fe5a
1152,2025-10-10 01:03:35.99822+00,2025-10-10 01:03:35.99822+00,,609,278,2,3400,6800,a433eba7-d948-4541-a9d5-3cd23f0ac084,e4f88cab-c831-4dc4-903c-b4837a7b4c39
1153,2025-10-10 01:03:35.99822+00,2025-10-10 01:03:35.99822+00,,609,12,2,900,1800,eb23a631-a0e0-4525-b8c6-0de2e1062326,e4f88cab-c831-4dc4-903c-b4837a7b4c39
1154,2025-10-10 01:11:52.251356+00,2025-10-10 01:11:52.251356+00,,610,709,1,9900,9900,69dcfe2c-7a03-4aa6-b9d7-285bb3bc6d69,c9d499ed-614a-4b77-84d8-1403580e6118
1155,2025-10-10 01:11:52.251356+00,2025-10-10 01:11:52.251356+00,,610,743,1,8500,8500,2168f116-bbbd-4860-9dc1-108665d9c6e7,c9d499ed-614a-4b77-84d8-1403580e6118
1156,2025-10-10 01:20:12.240997+00,2025-10-10 01:20:12.240997+00,,611,316,1,5900,5900,1500ed3b-7301-4821-86dd-43b70d604a1e,8481a2ff-b68e-42dd-8233-5504a9241f83
1157,2025-10-10 01:41:45.779723+00,2025-10-10 01:41:45.779723+00,,612,667,1,1400,1400,589a3e01-d64a-4d6f-b399-aa56938bc3b2,0a7184cd-29c5-4a66-9027-28cd2543798c
1158,2025-10-10 15:57:53.961231+00,2025-10-10 15:57:53.961231+00,,613,85,1,25800,25800,fd7baecb-2f3f-4a69-b988-05371d5b865f,8d6e0fa4-afd4-46ec-836e-59c57fe95e0c
1159,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,54,6,600,3600,9014f1aa-4107-4534-abd8-a3de6f268979,0430d347-1f76-40b7-87ef-35dca21e483d
1160,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,617,2,1500,3000,5a4b00e2-f37d-40c5-8d62-cdf15b85f1df,0430d347-1f76-40b7-87ef-35dca21e483d
1161,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,195,4,700,2800,4dd51a11-705a-4781-b928-0b2f06b193bd,0430d347-1f76-40b7-87ef-35dca21e483d
1162,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,11,1,1000,1000,028c199a-c2e0-4a65-b224-753ffb79968f,0430d347-1f76-40b7-87ef-35dca21e483d
1163,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,341,4,1000,4000,7d8ed98c-e6b8-411a-be6d-ce84221054d0,0430d347-1f76-40b7-87ef-35dca21e483d
1164,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,157,1,2500,2500,bf3db205-ad6c-4270-8747-4286f918cd3c,0430d347-1f76-40b7-87ef-35dca21e483d
1165,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,965,1,4900,4900,04e5806c-51df-46d6-b46c-2edddcf5ae4f,0430d347-1f76-40b7-87ef-35dca21e483d
1166,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,684,1,2900,2900,a619d3f6-0491-4861-b55d-ff09674df3ff,0430d347-1f76-40b7-87ef-35dca21e483d
1167,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,1022,1,900,900,7e6d5e7d-9ee9-4509-bfb5-58491b764d22,0430d347-1f76-40b7-87ef-35dca21e483d
1168,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,288,1,5500,5500,b95d1fdc-13ea-427a-8b2a-729fd14a1bb7,0430d347-1f76-40b7-87ef-35dca21e483d
1169,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,1060,2,2800,5600,874b2382-fd22-437d-bd2e-28fa608ca0d5,0430d347-1f76-40b7-87ef-35dca21e483d
1170,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,671,10,2200,22000,0d101e4c-a26f-4bb7-a36f-83e8e972094c,0430d347-1f76-40b7-87ef-35dca21e483d
1171,2025-10-10 16:36:19.172567+00,2025-10-10 16:36:19.172567+00,,614,893,1,4900,4900,83971b13-76f2-4356-adeb-4975be472d2a,0430d347-1f76-40b7-87ef-35dca21e483d
1172,2025-10-10 16:41:09.248257+00,2025-10-10 16:41:09.248257+00,,615,283,1,7600,7600,61a7149a-eec5-40c0-a797-e9fad3e88399,7502bd8d-7fd1-4671-931a-d43e5f584254
1173,2025-10-10 16:43:03.187869+00,2025-10-10 16:43:03.187869+00,,616,656,4,7000,28000,412a1cca-53fa-442b-a51c-6a643b6ffe7e,c3482c83-02da-4a24-b443-0a64a6ab8afb
1174,2025-10-10 16:49:32.310616+00,2025-10-10 16:49:32.310616+00,,617,835,2,2000,4000,5855918c-1024-4439-a3ef-5472b06dd7e6,803c6479-a445-4234-83ae-c04b956089d0
1175,2025-10-10 16:51:44.224413+00,2025-10-10 16:51:44.224413+00,,618,946,1,2800,2800,24c96e9b-8b05-4d08-9578-f3d7143aaf2a,76b12f9c-419b-4fd9-9f8c-de5e27997ec3
1176,2025-10-10 16:58:05.169689+00,2025-10-10 16:58:05.169689+00,,619,715,1,12000,12000,9388ac89-c7ee-4f53-97b4-57bd9c61486b,c9112b48-5a2c-40fc-b8cc-52e022746ffc
1177,2025-10-10 16:58:05.169689+00,2025-10-10 16:58:05.169689+00,,619,341,2,1000,2000,39f0da67-5703-4a75-a442-b766df8bf5fa,c9112b48-5a2c-40fc-b8cc-52e022746ffc
1178,2025-10-10 17:02:14.406079+00,2025-10-10 17:02:14.406079+00,,620,35,4,2600,10400,4cf23476-544b-4ddf-917c-240c1a6585e4,df809b40-f3b2-46e7-a849-23f56315a691
1179,2025-10-10 17:06:02.366523+00,2025-10-10 17:06:02.366523+00,,621,1057,1,2500,2500,7d7ce8f6-9816-4aa4-b61f-2feecc8feec5,088a84b8-2dee-41df-ad1c-03566e009237
1180,2025-10-10 17:13:59.678781+00,2025-10-10 17:13:59.678781+00,,622,969,1,13800,13800,f94fa884-73b9-47d0-9a8e-6366545c8f7b,4f61710d-7224-4803-837a-13eee0c08a5f
1181,2025-10-10 17:27:19.040172+00,2025-10-10 17:27:19.040172+00,,623,327,1,5300,5300,8e753c4a-e7a2-45d6-bc65-1e11f36f817e,48f5585d-4faf-4d10-bef8-f7500938babb
1182,2025-10-10 17:28:48.519048+00,2025-10-10 17:28:48.519048+00,,624,630,2,1800,3600,1dbb60c2-cdd9-4c2a-80a4-fb59b63b819b,76c726c8-516d-4ffd-bdb4-48ffdc2092d4
1183,2025-10-10 17:42:45.029378+00,2025-10-10 17:42:45.029378+00,,625,954,1,10900,10900,a7352270-6e33-4db3-818a-feb3c43d2af8,9e971442-03dc-4b17-8fd5-196519a9c7a2
1184,2025-10-10 17:42:45.029378+00,2025-10-10 17:42:45.029378+00,,625,1029,1,5300,5300,c244838f-1c54-47e1-a0d5-23208d46bc18,9e971442-03dc-4b17-8fd5-196519a9c7a2
1185,2025-10-10 17:42:45.029378+00,2025-10-10 17:42:45.029378+00,,625,977,4,2300,9200,9cb468db-de69-4b30-a3b0-bd53018d224e,9e971442-03dc-4b17-8fd5-196519a9c7a2
1186,2025-10-10 17:42:45.029378+00,2025-10-10 17:42:45.029378+00,,625,55,1,7900,7900,15e041ae-ece7-4514-bece-aade63d817a3,9e971442-03dc-4b17-8fd5-196519a9c7a2
1187,2025-10-10 17:42:45.029378+00,2025-10-10 17:42:45.029378+00,,625,17,1,5200,5200,d848bcbb-3b99-4d5c-b0c4-b99ae97db629,9e971442-03dc-4b17-8fd5-196519a9c7a2
1193,2025-10-10 18:07:01.132127+00,2025-10-10 18:07:01.132127+00,,627,642,4,1600,6400,f517fcba-e230-48be-8c6e-96f6091dba9b,eb82de2e-3f21-4aa7-a565-040a8ceb5368
1194,2025-10-10 18:07:01.132127+00,2025-10-10 18:07:01.132127+00,,627,375,1,4400,4400,e4035b14-4c2a-4d30-b87f-d90139867078,eb82de2e-3f21-4aa7-a565-040a8ceb5368
1195,2025-10-10 18:15:55.36299+00,2025-10-10 18:15:55.36299+00,,628,592,1,4500,4500,f0014eb9-a627-490e-bb91-cd1c69f5bc70,7d614ffd-6564-4e92-aeec-e26379c8b4ce
1196,2025-10-10 18:24:44.682326+00,2025-10-10 18:24:44.682326+00,,629,763,1,5500,5500,95cdb396-87ef-47d8-a610-41fd87fc37eb,c778b0ff-bf69-4e95-bbf1-690b669bec09
1197,2025-10-10 18:24:44.682326+00,2025-10-10 18:24:44.682326+00,,629,836,1,4500,4500,d6d15d55-5915-474b-839d-594e7c46f47f,c778b0ff-bf69-4e95-bbf1-690b669bec09
1198,2025-10-10 18:34:11.660832+00,2025-10-10 18:34:11.660832+00,,630,386,8,2200,17600,2da2a6b4-9e4c-4581-a846-df65a52d9a0b,1189c4ef-070f-4cea-913a-2b883442dde3
1199,2025-10-10 18:37:19.102046+00,2025-10-10 18:37:19.102046+00,,631,451,1,10500,10500,3be24c72-47c8-466a-a587-9396100d238a,2a33cfe9-b010-4ad4-ac0d-c1a7f116b304
1200,2025-10-10 18:40:11.442237+00,2025-10-10 18:40:11.442237+00,,632,197,1,4700,4700,6ba33a0d-4ecf-414f-b55c-e95bec366afe,0592a555-a587-4e42-b926-8c725083fb8b
1201,2025-10-10 18:48:03.810067+00,2025-10-10 18:48:03.810067+00,,633,213,12,1000,12000,dd6b629c-d351-470b-a1ec-c8dfe3af5daf,f512491e-ff88-4a24-b07a-22a66209c47e
1202,2025-10-10 18:54:30.254458+00,2025-10-10 18:54:30.254458+00,,634,672,5,1900,9500,a1143875-d07d-459d-a0bb-3438e2c2f675,33d0a9a1-9847-4b06-8f83-67aefff29bd7
1203,2025-10-10 19:08:06.928233+00,2025-10-10 19:08:06.928233+00,,635,321,1,10900,10900,ea2ed369-e0a6-4827-b6ac-bf083e04140a,3bb7be83-9732-488c-8133-404dbcddd425
1204,2025-10-10 19:08:53.655443+00,2025-10-10 19:08:53.655443+00,,636,1039,1,5000,5000,72505289-060f-4e7b-b165-f0405f2b70ae,d004750d-b80e-406f-9e26-e0168002e354
1205,2025-10-10 19:08:53.655443+00,2025-10-10 19:08:53.655443+00,,636,672,1,1900,1900,3e2c6f9e-36ba-4634-b26d-afee6bbeac66,d004750d-b80e-406f-9e26-e0168002e354
1206,2025-10-10 19:24:09.50371+00,2025-10-10 19:24:09.50371+00,,637,712,1,3500,3500,e1163ccb-bdd8-4cb8-b55c-4827af3ee615,1f5fdf38-c235-4748-90f9-44db8dc7c45d
1207,2025-10-10 19:35:48.463389+00,2025-10-10 19:35:48.463389+00,,638,718,1,6700,6700,d8c34afc-d10e-4ba8-ba43-b22074e6e40e,3af78ff5-3cc6-40c5-9834-8f1f116d66f2
1208,2025-10-10 19:35:48.463389+00,2025-10-10 19:35:48.463389+00,,638,1024,1,700,700,3038da7a-0c6e-48b9-9888-f60606a804b3,3af78ff5-3cc6-40c5-9834-8f1f116d66f2
1209,2025-10-10 19:42:04.93085+00,2025-10-10 19:42:04.93085+00,,639,661,6,1400,8400,7fef4a51-bb58-42be-a6cf-1589f446ddd6,0f64b924-0590-4517-9d62-b451d5164389
1210,2025-10-10 19:42:04.93085+00,2025-10-10 19:42:04.93085+00,,639,822,1,5300,5300,434e4e0a-1cbd-4cdc-a2af-4aef3328bf4a,0f64b924-0590-4517-9d62-b451d5164389
1211,2025-10-10 19:48:54.215861+00,2025-10-10 19:48:54.215861+00,,640,780,2,2900,5800,08e769f4-d525-4f63-b774-cd7fae3bc779,be71530b-9273-4185-8656-1191d2c3861c
1212,2025-10-10 19:55:29.880472+00,2025-10-10 19:55:29.880472+00,,641,471,4,1400,5600,2bcff25a-a67e-4c25-b88b-846dddf0f744,509563b6-22df-4d7a-a565-1b84cca91f24
1213,2025-10-10 20:03:12.080509+00,2025-10-10 20:03:12.080509+00,,642,807,1,1700,1700,1e06131c-a8eb-4984-8661-f04e40616520,e00d35d2-d561-4995-a007-2757398552e7
1214,2025-10-10 20:03:12.080509+00,2025-10-10 20:03:12.080509+00,,642,835,2,2000,4000,b1f08e52-93b1-4cc0-9bdf-24b13adfe5db,e00d35d2-d561-4995-a007-2757398552e7
1215,2025-10-10 20:29:52.616987+00,2025-10-10 20:29:52.616987+00,,643,903,1,16700,16700,3b7068ee-dbe8-4c66-8243-823a5d27ef0d,c95d7fa3-2fe3-448c-8bae-558e43c24a8b
1216,2025-10-10 20:34:55.417217+00,2025-10-10 20:34:55.417217+00,,644,641,6,1400,8400,e1441845-90de-4350-b516-02565588221f,76a2d82d-3fcd-4d52-adfb-c48c3a3de96f
1217,2025-10-10 20:47:00.393717+00,2025-10-10 20:47:00.393717+00,,645,1058,1,9300,9300,e92f5451-5437-4c2a-8fdb-b3a8b05bec02,b2fdacda-530f-4ce5-a7d3-42fc7934f96d
1218,2025-10-10 20:50:58.731183+00,2025-10-10 20:50:58.731183+00,,646,635,3,2000,6000,c9a50c33-df03-48b9-86b6-818d3d0e0c9e,79102881-90b5-4511-be59-160a69d732ae
1219,2025-10-10 20:50:58.731183+00,2025-10-10 20:50:58.731183+00,,646,649,5,1000,5000,de72c0ee-4bf1-42a4-af09-9743bb1d16a2,79102881-90b5-4511-be59-160a69d732ae
1220,2025-10-10 20:57:28.686282+00,2025-10-10 20:57:28.686282+00,,647,436,1,2000,2000,5d75f59a-e99d-4eb8-84d0-7c9ed83be6d4,0ff38b1b-7222-4e5a-8371-60c31ff94c57
1221,2025-10-10 21:09:40.899181+00,2025-10-10 21:09:40.899181+00,,648,687,1,18900,18900,1d993e37-d390-44fa-8bb6-6de5bba3dbdb,4431f3fb-204e-457d-a7e6-fbc26753b9b4
1222,2025-10-10 21:10:57.803483+00,2025-10-10 21:10:57.803483+00,,649,337,1,32500,32500,c4526698-6a19-49ea-b1e5-cb170856b45b,9d4ba090-0d38-4a8a-81d8-e2ebabebb972
1223,2025-10-10 21:21:05.443774+00,2025-10-10 21:21:05.443774+00,,650,310,1,3400,3400,ad59c8f6-b9c9-498c-8159-fa823cd155cc,c0e928c4-3279-465d-b8ea-6de19492f66a
1224,2025-10-10 21:21:29.316498+00,2025-10-10 21:21:29.316498+00,,651,718,1,6700,6700,b6490beb-1e98-4356-a3db-2cc7bc991998,db59e6a6-3a3e-418a-adfb-27178791a7c8
1225,2025-10-10 21:31:01.889259+00,2025-10-10 21:31:01.889259+00,,652,870,2,8500,17000,581bb636-29c6-4de4-9c82-40a0a2b12720,94177cd9-7716-4666-bc29-a71f89f9e03d
1226,2025-10-10 21:31:01.889259+00,2025-10-10 21:31:01.889259+00,,652,630,1,1800,1800,a569f2e8-6fc0-4afb-9353-1d5c4ea94eff,94177cd9-7716-4666-bc29-a71f89f9e03d
1227,2025-10-10 21:31:01.889259+00,2025-10-10 21:31:01.889259+00,,652,672,10,1880,18800,fc99c6d7-7601-4d42-acc1-5a1b5e888ac0,94177cd9-7716-4666-bc29-a71f89f9e03d
1228,2025-10-10 21:31:01.889259+00,2025-10-10 21:31:01.889259+00,,652,674,1,1900,1900,c4bd69cf-7b08-46ec-82d4-25c5372ebc5b,94177cd9-7716-4666-bc29-a71f89f9e03d
1229,2025-10-10 21:31:01.889259+00,2025-10-10 21:31:01.889259+00,,652,12,4,900,3600,7cbb8410-636a-4e6c-93ae-07bf0aa11189,94177cd9-7716-4666-bc29-a71f89f9e03d
1230,2025-10-10 21:35:43.929615+00,2025-10-10 21:35:43.929615+00,,653,946,1,2800,2800,f947c772-a87a-4cfb-97bf-67de835e9210,6bd40d92-2038-428b-8c6e-70503f881f46
1231,2025-10-10 21:35:43.929615+00,2025-10-10 21:35:43.929615+00,,653,283,1,7600,7600,669472f3-63a6-4954-92d8-440ea77f2b47,6bd40d92-2038-428b-8c6e-70503f881f46
1232,2025-10-10 21:39:50.693517+00,2025-10-10 21:39:50.693517+00,,654,694,1,69000,69000,b63b3b9c-d053-4c4a-af08-a67cea3c7d6d,7b3ff91f-fba1-4543-abbb-63cda1626fe5
1233,2025-10-10 21:45:19.3064+00,2025-10-10 21:45:19.3064+00,,655,386,2,2200,4400,0de752e5-ef3d-4a09-9007-a1caacc2f657,dae0d19f-72d6-48f6-8608-c5354b9dfc58
1234,2025-10-10 21:45:19.3064+00,2025-10-10 21:45:19.3064+00,,655,648,1,1000,1000,dc0ba683-b8a8-4e88-8102-0ea49fff6efd,dae0d19f-72d6-48f6-8608-c5354b9dfc58
1235,2025-10-10 22:07:32.675316+00,2025-10-10 22:07:32.675316+00,,656,726,1,4900,4900,b1a0d5e4-8543-4126-987b-ed1844a41d39,004350cf-bf23-4aaf-a4a7-88c3d1628dda
1236,2025-10-10 22:07:32.675316+00,2025-10-10 22:07:32.675316+00,,656,1021,1,7900,7900,6659e38a-b200-407e-b4f0-b4a4a90c2ac7,004350cf-bf23-4aaf-a4a7-88c3d1628dda
1237,2025-10-10 22:07:32.675316+00,2025-10-10 22:07:32.675316+00,,656,823,1,8700,8700,8a08d978-e0ed-47d3-9167-fe42e2335837,004350cf-bf23-4aaf-a4a7-88c3d1628dda
1238,2025-10-10 22:07:32.675316+00,2025-10-10 22:07:32.675316+00,,656,231,2,1900,3800,4dac3ab0-7c63-4081-92ff-60a8f76e6589,004350cf-bf23-4aaf-a4a7-88c3d1628dda
1239,2025-10-10 22:42:23.714542+00,2025-10-10 22:42:23.714542+00,,657,206,1,1600,1600,ea1e80c6-61ac-4bcf-9555-75f972a64e4c,242e5140-6add-445f-aa85-2485a5bb6a38
1240,2025-10-10 22:50:49.124377+00,2025-10-10 22:50:49.124377+00,,658,384,3,1900,5700,e8d33247-e745-4cf1-a948-27afcf214b19,28110c39-bd26-490a-88c1-9fc110ec52f6
1241,2025-10-10 22:50:49.124377+00,2025-10-10 22:50:49.124377+00,,658,1056,2,200,400,4984b232-a1af-482f-9155-babda4330be0,28110c39-bd26-490a-88c1-9fc110ec52f6
1242,2025-10-10 22:50:49.124377+00,2025-10-10 22:50:49.124377+00,,658,12,3,900,2700,ffee711d-164e-4549-8547-adcd8431dcc3,28110c39-bd26-490a-88c1-9fc110ec52f6
1243,2025-10-10 22:53:12.689978+00,2025-10-10 22:53:12.689978+00,,659,743,1,8500,8500,9e65450c-4784-4e1f-ab7f-4bd9956efc54,c1882ca8-058b-4d0c-917f-7beebea3bd59
1244,2025-10-10 22:56:27.344746+00,2025-10-10 22:56:27.344746+00,,660,632,2,2200,4400,6ee6080a-076d-49ef-9585-3622165000b8,e8b2bb2b-e721-4248-b303-9417f4afc617
1245,2025-10-10 23:00:31.858012+00,2025-10-10 23:00:31.858012+00,,661,158,1,1500,1500,5b92bc62-f4a7-4cb1-9462-e220e3808def,9120c10e-f32c-42a5-ac9a-63ed1a7d747a
1246,2025-10-10 23:00:31.858012+00,2025-10-10 23:00:31.858012+00,,661,971,1,1500,1500,50fe553b-4874-4644-94b3-3d18341dcb7f,9120c10e-f32c-42a5-ac9a-63ed1a7d747a
1248,2025-10-10 23:48:38.643699+00,2025-10-10 23:48:38.643699+00,,663,858,2,5900,11800,ad8d62d9-9587-41da-913e-24e38086cb89,f6bdcafe-fc26-4711-891e-6c583189e7d9
1249,2025-10-10 23:50:09.955901+00,2025-10-10 23:50:09.955901+00,,664,206,2,1600,3200,75b9209f-a5a9-4362-b0ff-f59b28363844,a9c48d99-b9dc-4152-b4d7-747c74d8063c
1250,2025-10-10 23:58:36.238032+00,2025-10-10 23:58:36.238032+00,,665,645,2,1300,2600,e70e71a7-6af3-445d-ad60-e65f22605135,62ae5078-1830-4b3b-b301-a8a7b479e618
1251,2025-10-11 00:05:58.365921+00,2025-10-11 00:05:58.365921+00,,666,415,1,7500,7500,cc0040c1-497b-4195-a9d6-a1028d83b55a,347c8fb8-5ecb-4aa1-9fc6-5cab7d611d5f
1252,2025-10-11 00:18:59.759778+00,2025-10-11 00:18:59.759778+00,,667,206,4,1600,6400,cc0826d1-0f31-4398-9db7-a52b12090bc9,df8b4d71-ae00-4ef9-bdbd-d0cdafe3013a
1253,2025-10-11 00:18:59.759778+00,2025-10-11 00:18:59.759778+00,,667,12,1,900,900,1dfccc9b-d4cc-405f-89ef-257216c2b59f,df8b4d71-ae00-4ef9-bdbd-d0cdafe3013a
1254,2025-10-11 00:26:02.647222+00,2025-10-11 00:26:02.647222+00,,668,375,1,4400,4400,255eb8fd-fa8a-43a9-b04f-34e6c57c5d4e,990ee486-871b-42af-b6b8-ff9c4b0e20c8
1255,2025-10-11 00:26:02.647222+00,2025-10-11 00:26:02.647222+00,,668,195,1,6700,6700,54a2ed6c-f5ac-4477-b509-a9b53aa012dd,990ee486-871b-42af-b6b8-ff9c4b0e20c8
1256,2025-10-11 00:28:28.389457+00,2025-10-11 00:28:28.389457+00,,669,617,2,1500,3000,055fb507-2c2a-49f0-9e6c-7b91b6ebb56d,e54c62dc-01ca-4d57-bbf5-9995b53ee6b0
1257,2025-10-11 00:37:31.328588+00,2025-10-11 00:37:31.328588+00,,670,835,1,2000,2000,b11491a8-15c5-4d8d-b29a-83fefd763fd6,a71fdecf-50d2-4ccf-92db-dda5136c2714
1258,2025-10-11 00:37:31.328588+00,2025-10-11 00:37:31.328588+00,,670,944,1,500,500,adda815f-e230-4015-b712-42bc33852b55,a71fdecf-50d2-4ccf-92db-dda5136c2714
