id,created_at,updated_at,deleted_at,numero_factura,fecha_emision,vendedor_id,cliente_id,subtotal,iva,total,estado,metodo_pago,uuid
408,2025-10-07 16:35:44.023548+00,2025-10-07 16:35:44.023548+00,,FAC-1407,2025-10-07 16:35:44.015091+00,1,1,19800,0,19800,Pagada,efectivo,450c789f-999f-4ed7-8a41-f796d5c8504d
409,2025-10-07 16:37:22.431604+00,2025-10-07 16:37:22.431604+00,,FAC-1408,2025-10-07 16:37:22.429396+00,1,1,2000,0,2000,Pagada,efectivo,f63d210b-70f2-4281-87c5-f003d2809093
411,2025-10-07 17:03:20.949223+00,2025-10-07 17:03:20.949223+00,,FAC-1410,2025-10-07 17:03:20.943077+00,1,1,8800,0,8800,Pagada,efectivo,8e910e81-d631-4914-990c-3ce13571575c
412,2025-10-07 17:04:58.56484+00,2025-10-07 17:04:58.56484+00,,FAC-1411,2025-10-07 17:04:58.559276+00,1,1,6500,0,6500,Pagada,efectivo,bed4efd9-8841-4053-8bce-23a521618205
413,2025-10-07 17:10:41.270788+00,2025-10-07 17:10:41.270788+00,,FAC-1412,2025-10-07 17:10:41.263291+00,1,1,4900,0,4900,Pagada,efectivo,613e52bc-48d8-431d-86d8-cd6f637ed985
414,2025-10-07 17:26:43.984523+00,2025-10-07 17:26:43.984523+00,,FAC-1413,2025-10-07 17:26:43.977909+00,1,1,2700,0,2700,Pagada,efectivo,dddb8a68-5bec-422f-99d2-b642edc141d1
416,2025-10-07 17:32:54.855789+00,2025-10-07 17:32:54.855789+00,,FAC-1415,2025-10-07 17:32:54.849344+00,1,1,2000,0,2000,Pagada,efectivo,1d43bcd3-409a-449a-b18a-a4fdfc3e47aa
417,2025-10-07 17:36:49.839034+00,2025-10-07 17:36:49.839034+00,,FAC-1416,2025-10-07 17:36:49.832789+00,1,1,11000,0,11000,Pagada,efectivo,add9a0d6-13e4-46f8-ae96-f29c9134cd0f
418,2025-10-07 17:38:30.488982+00,2025-10-07 17:38:30.488982+00,,FAC-1417,2025-10-07 17:38:30.481911+00,1,1,2200,0,2200,Pagada,efectivo,c735b880-42f4-4921-b9e2-7115054fd39c
420,2025-10-07 17:50:48.865672+00,2025-10-07 17:50:48.865672+00,,FAC-1419,2025-10-07 17:50:48.857642+00,1,1,41700,0,41700,Pagada,efectivo,329b16b0-f3cf-4a2a-950c-943561b3dc05
421,2025-10-07 17:52:53.598791+00,2025-10-07 17:52:53.598791+00,,FAC-1420,2025-10-07 17:52:53.593444+00,1,1,1600,0,1600,Pagada,efectivo,12e59e72-d5e7-4919-b3f8-20d4371a0ece
422,2025-10-07 18:03:29.950654+00,2025-10-07 18:03:29.950654+00,,FAC-1421,2025-10-07 18:03:29.946104+00,1,1,4400,0,4400,Pagada,efectivo,955e3715-dce3-4f2a-85fa-925869fe05b1
423,2025-10-07 18:06:41.504941+00,2025-10-07 18:06:41.504941+00,,FAC-1422,2025-10-07 18:06:41.498459+00,1,1,4700,0,4700,Pagada,efectivo,1a5c2911-11f6-4475-8144-c7300895b115
424,2025-10-07 18:12:31.490951+00,2025-10-07 18:12:31.490951+00,,FAC-1423,2025-10-07 18:12:31.482799+00,1,1,15200,0,15200,Pagada,efectivo,4c63b0ab-8f40-45b6-9c56-8570e8bed602
425,2025-10-07 18:15:17.639587+00,2025-10-07 18:15:17.639587+00,,FAC-1424,2025-10-07 18:15:17.634596+00,1,1,1600,0,1600,Pagada,efectivo,b9aada28-f11d-4273-86ff-7a756c9c4401
426,2025-10-07 18:19:22.730823+00,2025-10-07 18:19:22.730823+00,,FAC-1425,2025-10-07 18:19:22.724246+00,1,1,2600,0,2600,Pagada,efectivo,cf327167-ac00-4524-86fb-2e7ba1badb67
427,2025-10-07 18:21:15.473825+00,2025-10-07 18:21:15.473825+00,,FAC-1426,2025-10-07 18:21:15.467157+00,1,1,1900,0,1900,Pagada,efectivo,9960ec3a-bcc1-4986-8df5-8d37ad0ce611
428,2025-10-07 18:39:20.780056+00,2025-10-07 18:39:20.780056+00,,FAC-1427,2025-10-07 18:39:20.772167+00,1,1,10500,0,10500,Pagada,efectivo,41019ef7-ed87-409d-b763-15af897ecc6f
430,2025-10-07 18:42:48.6332+00,2025-10-07 18:42:48.6332+00,,FAC-1429,2025-10-07 18:42:48.628343+00,1,1,5800,0,5800,Pagada,efectivo,78889fb9-01d9-47ad-aae6-9d31985c8b1b
431,2025-10-07 18:45:49.344906+00,2025-10-07 18:45:49.344906+00,,FAC-1430,2025-10-07 18:45:49.340382+00,1,1,11800,0,11800,Pagada,transferencia,0d60b75e-a3a5-427a-af9b-8dc6035237fc
432,2025-10-07 19:10:54.420848+00,2025-10-07 19:10:54.420848+00,,FAC-1431,2025-10-07 19:10:54.415074+00,1,1,3600,0,3600,Pagada,transferencia,0687e98a-818e-4d95-b1a8-474a9ccfe7a7
433,2025-10-07 19:16:40.589473+00,2025-10-07 19:16:40.589473+00,,FAC-1432,2025-10-07 19:16:40.582528+00,1,1,1600,0,1600,Pagada,efectivo,db9ac5b1-4666-4ea4-bc22-b829fd43cc8f
434,2025-10-07 19:30:36.157966+00,2025-10-07 19:30:36.157966+00,,FAC-1433,2025-10-07 19:30:36.151115+00,1,1,25800,0,25800,Pagada,efectivo,fe5ec235-fee1-415c-9fd3-b734d9121314
435,2025-10-07 19:38:43.412114+00,2025-10-07 19:38:43.412114+00,,FAC-1434,2025-10-07 19:38:43.407628+00,1,1,300,0,300,Pagada,efectivo,aea72eb6-d6e3-47c1-9c1a-6d9cee0b5378
436,2025-10-07 19:41:51.063456+00,2025-10-07 19:41:51.063456+00,,FAC-1435,2025-10-07 19:41:51.057214+00,1,1,9500,0,9500,Pagada,efectivo,ef6bf1ad-6c0e-4a52-be9b-64cdac4c4bd1
437,2025-10-07 19:42:00.565037+00,2025-10-07 19:42:00.565037+00,,FAC-1436,2025-10-07 19:42:00.559707+00,1,1,7600,0,7600,Pagada,efectivo,7f98204e-1cab-4c3b-ac49-4377a957bdfd
438,2025-10-07 19:44:42.286289+00,2025-10-07 19:44:42.286289+00,,FAC-1437,2025-10-07 19:44:42.279782+00,1,1,5600,0,5600,Pagada,efectivo,b6d3e879-178d-4229-a200-b4f892f99044
439,2025-10-07 19:47:56.828238+00,2025-10-07 19:47:56.828238+00,,FAC-1438,2025-10-07 19:47:56.823854+00,1,1,6500,0,6500,Pagada,efectivo,cf4d52e1-e1ea-42cc-9084-2773d742ac36
440,2025-10-07 19:49:56.990733+00,2025-10-07 19:49:56.990733+00,,FAC-1439,2025-10-07 19:49:56.984507+00,1,1,1400,0,1400,Pagada,efectivo,6477326e-c537-467f-acf4-dfffb90483ab
441,2025-10-07 20:01:54.638674+00,2025-10-07 20:01:54.638674+00,,FAC-1440,2025-10-07 20:01:54.632963+00,1,1,8700,0,8700,Pagada,efectivo,efd83958-9965-4b21-af2b-3dd6f253bf52
442,2025-10-07 20:10:32.390189+00,2025-10-07 20:10:32.390189+00,,FAC-1441,2025-10-07 20:10:32.385323+00,1,1,3000,0,3000,Pagada,efectivo,8fc6a08a-a881-4720-93f8-8f3bb75687a6
443,2025-10-07 20:19:21.753592+00,2025-10-07 20:19:21.753592+00,,FAC-1442,2025-10-07 20:19:21.745953+00,1,1,7100,0,7100,Pagada,efectivo,92e1adc1-c126-479b-ba66-6501425ba120
444,2025-10-07 20:20:32.025531+00,2025-10-07 20:20:32.025531+00,,FAC-1443,2025-10-07 20:20:32.01991+00,1,1,13900,0,13900,Pagada,efectivo,db135918-124c-45e4-a549-dd1e5194e1c2
445,2025-10-07 20:27:43.911587+00,2025-10-07 20:27:43.911587+00,,FAC-1444,2025-10-07 20:27:43.906306+00,1,1,3800,0,3800,Pagada,efectivo,c27e70e5-9304-4882-96a1-c753195d6549
446,2025-10-07 20:34:11.849511+00,2025-10-07 20:34:11.849511+00,,FAC-1445,2025-10-07 20:34:11.84284+00,1,1,6600,0,6600,Pagada,efectivo,def576d5-40c5-40d8-a42a-54655e240e33
447,2025-10-07 20:36:54.217489+00,2025-10-07 20:36:54.217489+00,,FAC-1446,2025-10-07 20:36:54.210918+00,1,1,30800,0,30800,Pagada,efectivo,d2d0ac49-9b51-446a-ab3a-9b67f44a7ef8
448,2025-10-07 20:38:51.841205+00,2025-10-07 20:38:51.841205+00,,FAC-1447,2025-10-07 20:38:51.83501+00,1,1,2700,0,2700,Pagada,efectivo,a6863375-4172-4960-81b8-83e61a2c9d3a
449,2025-10-07 20:41:13.832953+00,2025-10-07 20:41:13.832953+00,,FAC-1448,2025-10-07 20:41:13.827072+00,1,1,2700,0,2700,Pagada,efectivo,c6212ee5-3e4e-4da2-838c-004f4ed95048
450,2025-10-07 20:44:43.767699+00,2025-10-07 20:44:43.767699+00,,FAC-1449,2025-10-07 20:44:43.76307+00,1,3,600,0,600,Pagada,efectivo,ff8fd9c6-b316-404d-aec4-dfe01ee17dcd
451,2025-10-07 20:54:42.610878+00,2025-10-07 20:54:42.610878+00,,FAC-1450,2025-10-07 20:54:42.603894+00,1,1,6705,0,6705,Pagada,efectivo,38fb50c2-1e4e-40e9-8e1a-9606ef95193d
452,2025-10-07 20:55:16.83108+00,2025-10-07 20:55:16.83108+00,,FAC-1451,2025-10-07 20:55:16.820956+00,1,1,1800,0,1800,Pagada,efectivo,8947aa56-12a0-4ea2-a5c0-aeda3942d32c
453,2025-10-07 20:59:22.434775+00,2025-10-07 20:59:22.434775+00,,FAC-1452,2025-10-07 20:59:22.428799+00,1,1,4500,0,4500,Pagada,efectivo,9df53034-56e9-44a9-9ea7-58a8e8245fbb
454,2025-10-07 20:59:30.218717+00,2025-10-07 20:59:30.218717+00,,FAC-1453,2025-10-07 20:59:30.212093+00,1,1,3300,0,3300,Pagada,efectivo,2fd215ce-a0cf-451b-9d46-2ea426fc2781
455,2025-10-07 21:00:17.617875+00,2025-10-07 21:00:17.617875+00,,FAC-1454,2025-10-07 21:00:17.612213+00,1,3,7500,0,7500,Pagada,efectivo,2759abe4-2acc-4413-b15c-1af20ee782d7
457,2025-10-07 21:36:36.598946+00,2025-10-07 21:36:36.598946+00,,FAC-1456,2025-10-07 21:36:36.591351+00,1,1,5400,0,5400,Pagada,efectivo,0bf80fdd-7e55-4b61-8855-f2890cccffb4
458,2025-10-07 21:43:36.364318+00,2025-10-07 21:43:36.364318+00,,FAC-1457,2025-10-07 21:43:36.358589+00,1,1,43500,0,43500,Pagada,efectivo,4605cc9b-d479-4c9e-b874-8028a5d73088
459,2025-10-07 21:45:04.835111+00,2025-10-07 21:45:04.835111+00,,FAC-1458,2025-10-07 21:45:04.830509+00,1,1,8000,0,8000,Pagada,efectivo,e9aa9694-c8ee-4b7a-96d2-a843f79fdb3e
460,2025-10-07 21:48:05.124237+00,2025-10-07 21:48:05.124237+00,,FAC-1459,2025-10-07 21:48:05.118972+00,1,1,4200,0,4200,Pagada,efectivo,71c36a68-21e6-4a9f-849d-54f5af71d0a5
461,2025-10-07 21:49:15.555637+00,2025-10-07 21:49:15.555637+00,,FAC-1460,2025-10-07 21:49:15.550945+00,1,1,2750,0,2750,Pagada,efectivo,b77bfc85-82fe-4869-8241-43150232ea4d
462,2025-10-07 21:50:50.123745+00,2025-10-07 21:50:50.123745+00,,FAC-1461,2025-10-07 21:50:50.119078+00,1,1,1400,0,1400,Pagada,efectivo,95f246bd-0169-4077-aaf1-8497bc044ea2
463,2025-10-07 21:51:49.12187+00,2025-10-07 21:51:49.12187+00,,FAC-1462,2025-10-07 21:51:49.118955+00,1,1,10800,0,10800,Pagada,efectivo,8b69fc1c-0c5a-4e80-af79-c301020a7444
464,2025-10-07 21:52:07.276843+00,2025-10-07 21:52:07.276843+00,,FAC-1463,2025-10-07 21:52:07.271222+00,1,1,5600,0,5600,Pagada,efectivo,97c7cd70-711f-4608-a78b-47d9df930da1
465,2025-10-07 21:55:29.101373+00,2025-10-07 21:55:29.101373+00,,FAC-1464,2025-10-07 21:55:29.095725+00,1,1,2000,0,2000,Pagada,efectivo,eaa73d4f-0da2-4cea-8df1-f0721f660011
466,2025-10-07 21:57:32.806803+00,2025-10-07 21:57:32.806803+00,,FAC-1465,2025-10-07 21:57:32.800194+00,1,1,52500,0,52500,Pagada,efectivo,c4e4ed6a-fb4d-41d5-9458-4a6df00f4c86
467,2025-10-07 21:59:16.719617+00,2025-10-07 21:59:16.719617+00,,FAC-1466,2025-10-07 21:59:16.712592+00,1,1,4700,0,4700,Pagada,efectivo,0d8fa60f-c4c8-403c-9f5d-1940f2918d67
468,2025-10-07 22:04:05.868785+00,2025-10-07 22:04:05.868785+00,,FAC-1467,2025-10-07 22:04:05.863537+00,1,1,5000,0,5000,Pagada,efectivo,76419ef3-5ba3-417f-846c-d01eee182eb1
469,2025-10-07 22:13:15.70105+00,2025-10-07 22:13:15.70105+00,,FAC-1468,2025-10-07 22:13:15.696408+00,1,1,7600,0,7600,Pagada,efectivo,d3115e7c-5a22-4186-bf07-f75eac5be6fa
470,2025-10-07 22:18:46.76193+00,2025-10-07 22:18:46.76193+00,,FAC-1469,2025-10-07 22:18:46.744882+00,1,1,51700,0,51700,Pagada,efectivo,6189079b-5ae9-4d73-bf88-8c41d65f4065
471,2025-10-07 22:21:06.998859+00,2025-10-07 22:21:06.998859+00,,FAC-1470,2025-10-07 22:21:06.992806+00,1,1,7600,0,7600,Pagada,efectivo,dfa1217e-5f23-4551-aba8-12bca459f8c0
472,2025-10-07 22:29:21.094537+00,2025-10-07 22:29:21.094537+00,,FAC-1471,2025-10-07 22:29:21.089323+00,1,1,12600,0,12600,Pagada,efectivo,c7b4a01c-5405-40ca-b317-37ab8dd24351
474,2025-10-07 22:33:42.02331+00,2025-10-07 22:33:42.02331+00,,FAC-1473,2025-10-07 22:33:42.017516+00,1,1,11400,0,11400,Pagada,efectivo,284104d6-967c-492b-89ae-3d9d2b83bb2b
475,2025-10-07 22:42:05.711092+00,2025-10-07 22:42:05.711092+00,,FAC-1474,2025-10-07 22:42:05.705911+00,1,1,7500,0,7500,Pagada,efectivo,951d6448-5e7e-407a-85d6-e19aea862977
476,2025-10-07 22:43:18.145866+00,2025-10-07 22:43:18.145866+00,,FAC-1475,2025-10-07 22:43:18.138251+00,1,1,9400,0,9400,Pagada,efectivo,91b8a28e-bb99-459c-89a7-90f82a6085a7
477,2025-10-07 22:44:53.151836+00,2025-10-07 22:44:53.151836+00,,FAC-1476,2025-10-07 22:44:53.146206+00,1,1,5800,0,5800,Pagada,efectivo,20ebfab0-037e-4053-9c47-7b90d84b1875
478,2025-10-07 22:49:04.098376+00,2025-10-07 22:49:04.098376+00,,FAC-1477,2025-10-07 22:49:04.091782+00,1,1,2700,0,2700,Pagada,efectivo,8d17b34b-35f6-4f78-92c2-af40f72d3c42
479,2025-10-07 22:55:50.676772+00,2025-10-07 22:55:50.676772+00,,FAC-1478,2025-10-07 22:55:50.666616+00,1,1,18200,0,18200,Pagada,efectivo,98bb11a6-22f0-4cca-9402-fed11941faf3
480,2025-10-07 22:56:47.896321+00,2025-10-07 22:56:47.896321+00,,FAC-1479,2025-10-07 22:56:47.890781+00,1,1,12000,0,12000,Pagada,efectivo,c6cb856e-a765-48e5-a9cb-75c60db0d8fc
481,2025-10-07 22:59:10.887537+00,2025-10-07 22:59:10.887537+00,,FAC-1480,2025-10-07 22:59:10.882671+00,1,1,15900,0,15900,Pagada,efectivo,ec60d463-cbfb-4fdb-9150-aab3acda6fe2
482,2025-10-07 23:03:16.697563+00,2025-10-07 23:03:16.697563+00,,FAC-1481,2025-10-07 23:03:16.691053+00,1,1,1500,0,1500,Pagada,efectivo,f95fd78d-367b-4c7b-8e8c-d5b096391f34
483,2025-10-07 23:13:29.784601+00,2025-10-07 23:13:29.784601+00,,FAC-1482,2025-10-07 23:13:29.779739+00,1,1,6000,0,6000,Pagada,efectivo,fd3c12e7-f5ce-4ecb-9177-3c0de8de2aef
484,2025-10-08 00:30:55.214131+00,2025-10-08 00:30:55.214131+00,,FAC-1483,2025-10-08 00:30:55.208153+00,1,1,5000,0,5000,Pagada,efectivo,ac4e0462-1096-4fbf-8c2b-d511bb0df92f
485,2025-10-08 01:13:53.36425+00,2025-10-08 01:13:53.36425+00,,FAC-1484,2025-10-08 01:13:53.358719+00,1,1,4300,0,4300,Pagada,efectivo,802d4056-de0c-421f-a200-75aab4b1c30c
486,2025-10-08 01:14:52.097737+00,2025-10-08 01:14:52.097737+00,,FAC-1485,2025-10-08 01:14:52.092632+00,1,1,2400,0,2400,Pagada,efectivo,10ff2c6c-a4eb-4231-af8d-3a8c6d9d0772
487,2025-10-08 01:18:22.53518+00,2025-10-08 01:18:22.53518+00,,FAC-1486,2025-10-08 01:18:22.528604+00,1,1,7900,0,7900,Pagada,efectivo,f362d85d-2e22-47d1-87bb-5708e624add7
488,2025-10-08 14:51:30.650708+00,2025-10-08 14:51:30.650708+00,,FAC-1487,2025-10-08 14:51:30.643005+00,1,1,4800,0,4800,Pagada,efectivo,54c17a63-d184-4842-9d7c-e41ae7b26ccc
489,2025-10-08 14:56:25.004924+00,2025-10-08 14:56:25.004924+00,,FAC-1488,2025-10-08 14:56:24.995609+00,1,1,2700,0,2700,Pagada,efectivo,7fac4c68-dd86-47e4-9d87-028ba3e5a77a
490,2025-10-08 15:03:25.798881+00,2025-10-08 15:03:25.798881+00,,FAC-1489,2025-10-08 15:03:25.791466+00,1,1,900,0,900,Pagada,efectivo,7460fd36-14ed-476f-90ef-f496c21e8d2b
491,2025-10-08 15:08:46.972535+00,2025-10-08 15:08:46.972535+00,,FAC-1490,2025-10-08 15:08:46.960394+00,1,1,22100,0,22100,Pagada,efectivo,b1fd1451-6d32-450a-9b71-fa20cd392fda
492,2025-10-08 15:12:41.357026+00,2025-10-08 15:12:41.357026+00,,FAC-1491,2025-10-08 15:12:41.348627+00,1,1,14900,0,14900,Pagada,efectivo,bde310e9-0cb2-4ee3-bebb-d3ccacdc8b5c
493,2025-10-08 15:19:39.632463+00,2025-10-08 15:19:39.632463+00,,FAC-1492,2025-10-08 15:19:39.622254+00,1,1,5200,0,5200,Pagada,efectivo,23b8d82d-ab59-45d7-9a73-fb8b8531dc8f
494,2025-10-08 15:29:18.718732+00,2025-10-08 15:29:18.718732+00,,FAC-1493,2025-10-08 15:29:18.71341+00,1,1,4800,0,4800,Pagada,efectivo,487d8227-1573-41e5-917d-aa5a611c9762
495,2025-10-08 15:32:56.248034+00,2025-10-08 15:32:56.248034+00,,FAC-1494,2025-10-08 15:32:56.236094+00,1,1,2300,0,2300,Pagada,efectivo,e689292f-5f11-45bc-882c-6f09fb36821d
496,2025-10-08 15:36:45.669555+00,2025-10-08 15:36:45.669555+00,,FAC-1495,2025-10-08 15:36:45.661512+00,1,1,2800,0,2800,Pagada,efectivo,3577560f-5279-493d-a06a-c226970b8a46
497,2025-10-08 15:52:43.585504+00,2025-10-08 15:52:43.585504+00,,FAC-1496,2025-10-08 15:52:43.580404+00,1,1,4900,0,4900,Pagada,efectivo,7f2eb83d-7689-44ab-b388-8a3b264196cc
498,2025-10-08 15:57:40.589655+00,2025-10-08 15:57:40.589655+00,,FAC-1497,2025-10-08 15:57:40.583216+00,1,1,2600,0,2600,Pagada,efectivo,37cbfbda-88b6-47d2-9c30-de30e540fbfe
499,2025-10-08 16:24:23.44629+00,2025-10-08 16:24:23.44629+00,,FAC-1498,2025-10-08 16:24:23.436526+00,1,1,20200,0,20200,Pagada,efectivo,5c3cf7fe-a28c-4c9a-98fb-1ad0004fc54b
500,2025-10-08 16:29:58.846866+00,2025-10-08 16:29:58.846866+00,,FAC-1499,2025-10-08 16:29:58.838147+00,1,1,13700,0,13700,Pagada,efectivo,7bbc9c5a-91e7-436f-ab19-032771d2bcc1
501,2025-10-08 16:35:10.632405+00,2025-10-08 16:35:10.632405+00,,FAC-1500,2025-10-08 16:35:10.62487+00,1,1,6700,0,6700,Pagada,efectivo,7d46ae9f-fd58-452d-9f91-7c991aa4c699
502,2025-10-08 16:54:40.944298+00,2025-10-08 16:54:40.944298+00,,FAC-1501,2025-10-08 16:54:40.936003+00,1,1,7200,0,7200,Pagada,efectivo,247b4a10-69d4-40ef-9f88-1efbb1dfa075
503,2025-10-08 17:05:37.060504+00,2025-10-08 17:05:37.060504+00,,FAC-1502,2025-10-08 17:05:37.046245+00,1,1,7700,0,7700,Pagada,efectivo,8127ce51-36e5-403d-809b-e2e1228a1098
504,2025-10-08 17:10:59.620405+00,2025-10-08 17:10:59.620405+00,,FAC-1503,2025-10-08 17:10:59.614891+00,1,1,3400,0,3400,Pagada,efectivo,92105a21-0ad4-481a-be7c-e55f136b258a
505,2025-10-08 17:29:44.291748+00,2025-10-08 17:29:44.291748+00,,FAC-1504,2025-10-08 17:29:44.28723+00,1,1,3900,0,3900,Pagada,efectivo,fedae2cf-5425-48c7-835c-1d112fd32071
506,2025-10-08 17:31:22.537469+00,2025-10-08 17:31:22.537469+00,,FAC-1505,2025-10-08 17:31:22.529269+00,1,1,5900,0,5900,Pagada,efectivo,86854214-13ea-4807-b064-f14bd181014e
507,2025-10-08 17:48:19.984182+00,2025-10-08 17:48:19.984182+00,,FAC-1506,2025-10-08 17:48:19.968915+00,1,1,10700,0,10700,Pagada,efectivo,ba86e8c8-ca2a-4e9a-b13c-8fe029c72ecb
508,2025-10-08 18:06:52.320186+00,2025-10-08 18:06:52.320186+00,,FAC-1507,2025-10-08 18:06:52.31175+00,1,1,6400,0,6400,Pagada,efectivo,af39bc0c-2896-487f-b8a6-37ad97ca6873
509,2025-10-08 18:11:54.605168+00,2025-10-08 18:11:54.605168+00,,FAC-1508,2025-10-08 18:11:54.595653+00,1,1,7600,0,7600,Pagada,efectivo,582a68d3-2489-456a-a4c3-a3b58401382f
510,2025-10-08 18:21:59.04198+00,2025-10-08 18:21:59.04198+00,,FAC-1509,2025-10-08 18:21:59.03193+00,1,1,7600,0,7600,Pagada,efectivo,a1fb7fa5-ad24-4d3c-8be4-c81035a9bad2
511,2025-10-08 18:41:47.411492+00,2025-10-08 18:41:47.411492+00,,FAC-1510,2025-10-08 18:41:47.404299+00,1,1,11500,0,11500,Pagada,efectivo,a40b594f-0f69-4238-a233-504b5ffb606e
512,2025-10-08 18:46:53.176415+00,2025-10-08 18:46:53.176415+00,,FAC-1511,2025-10-08 18:46:53.169894+00,1,1,22000,0,22000,Pagada,transferencia,393ecc77-0556-4989-be01-f177e9feeb27
514,2025-10-08 18:53:15.348586+00,2025-10-08 18:53:15.348586+00,,FAC-1513,2025-10-08 18:53:15.341726+00,1,1,9000,0,9000,Pagada,transferencia,41025281-0dd1-40c2-8170-c755aefd7c28
515,2025-10-08 19:02:57.11043+00,2025-10-08 19:02:57.11043+00,,FAC-1514,2025-10-08 19:02:57.103433+00,1,1,1600,0,1600,Pagada,efectivo,8464d81e-2f50-45f7-98f1-bbe57e3b8b69
516,2025-10-08 19:04:09.37053+00,2025-10-08 19:04:09.37053+00,,FAC-1515,2025-10-08 19:04:09.362781+00,1,1,4500,0,4500,Pagada,efectivo,e71273e4-4b21-4456-b8f6-6233d45abaeb
517,2025-10-08 19:06:58.2526+00,2025-10-08 19:06:58.2526+00,,FAC-1516,2025-10-08 19:06:58.24487+00,1,1,5500,0,5500,Pagada,efectivo,9195cd11-9869-44a7-a0c9-c10ef13b0c01
518,2025-10-08 19:11:51.163141+00,2025-10-08 19:11:51.163141+00,,FAC-1517,2025-10-08 19:11:51.155388+00,1,1,3000,0,3000,Pagada,efectivo,9baea46a-4026-4bd6-b581-8a33562ecf8b
519,2025-10-08 19:16:17.318628+00,2025-10-08 19:16:17.318628+00,,FAC-1518,2025-10-08 19:16:17.311246+00,1,1,2400,0,2400,Pagada,efectivo,9e561550-df1f-4ae8-a5d7-58f658813163
520,2025-10-08 19:23:36.175748+00,2025-10-08 19:23:36.175748+00,,FAC-1519,2025-10-08 19:23:36.168948+00,1,1,129000,0,129000,Pagada,efectivo,02a906b6-c77d-4f9b-b592-1de6abcc878a
521,2025-10-08 19:29:48.83394+00,2025-10-08 19:29:48.83394+00,,FAC-1520,2025-10-08 19:29:48.824798+00,1,1,6600,0,6600,Pagada,efectivo,2efd8a06-04cc-4267-83cf-ae0d9b826626
522,2025-10-08 19:34:50.237923+00,2025-10-08 19:34:50.237923+00,,FAC-1521,2025-10-08 19:34:50.232881+00,1,1,5600,0,5600,Pagada,efectivo,23f1f6e7-e6d9-4884-a6ba-8b5c1a3517f2
523,2025-10-08 19:37:46.447116+00,2025-10-08 19:37:46.447116+00,,FAC-1522,2025-10-08 19:37:46.439406+00,1,1,8700,0,8700,Pagada,efectivo,a31e9cda-070f-4ffb-81d9-db1477c9419a
524,2025-10-08 19:51:11.510754+00,2025-10-08 19:51:11.510754+00,,FAC-1523,2025-10-08 19:51:11.50259+00,1,1,5500,0,5500,Pagada,efectivo,af6b115a-1a5f-4de0-bbee-481387301ea0
525,2025-10-08 20:07:32.465728+00,2025-10-08 20:07:32.465728+00,,FAC-1524,2025-10-08 20:07:32.456267+00,1,1,5200,0,5200,Pagada,efectivo,14b1ab0a-47d2-4a11-a74b-57867747a8e4
526,2025-10-08 20:16:02.833848+00,2025-10-08 20:16:02.833848+00,,FAC-1525,2025-10-08 20:16:02.825846+00,1,1,5400,0,5400,Pagada,efectivo,aed5ce28-dd58-44e8-86e7-5356f3a3f4c6
527,2025-10-08 20:20:38.648364+00,2025-10-08 20:20:38.648364+00,,FAC-1526,2025-10-08 20:20:38.641423+00,1,1,900,0,900,Pagada,efectivo,124bdc44-2623-4fdf-aca0-5367ed047a58
528,2025-10-08 20:26:42.236171+00,2025-10-08 20:26:42.236171+00,,FAC-1527,2025-10-08 20:26:42.230653+00,1,1,7000,0,7000,Pagada,efectivo,5ab5fd2c-b709-4543-bd0e-9d450b9c13ca
529,2025-10-08 20:34:33.525013+00,2025-10-08 20:34:33.525013+00,,FAC-1528,2025-10-08 20:34:33.519058+00,1,1,5200,0,5200,Pagada,efectivo,02712e7b-f395-422e-864e-91b9a8379042
530,2025-10-08 20:35:57.289142+00,2025-10-08 20:35:57.289142+00,,FAC-1529,2025-10-08 20:35:57.280653+00,1,1,11400,0,11400,Pagada,efectivo,68bc9d28-bb78-4739-965c-cb27150475bc
531,2025-10-08 20:36:42.844427+00,2025-10-08 20:36:42.844427+00,,FAC-1530,2025-10-08 20:36:42.83512+00,1,1,1200,0,1200,Pagada,efectivo,23d674f9-d9de-4236-a83c-b16b92f8e1d0
532,2025-10-08 20:38:55.722239+00,2025-10-08 20:38:55.722239+00,,FAC-1531,2025-10-08 20:38:55.715516+00,1,1,16200,0,16200,Pagada,transferencia,d41a1661-7770-426a-8add-76a3f3bec655
533,2025-10-08 20:40:15.743182+00,2025-10-08 20:40:15.743182+00,,FAC-1532,2025-10-08 20:40:15.733147+00,1,1,14400,0,14400,Pagada,efectivo,906948a9-9f31-4bdd-b49f-4eee85b27a0b
534,2025-10-08 20:44:38.186697+00,2025-10-08 20:44:38.186697+00,,FAC-1533,2025-10-08 20:44:38.177064+00,1,1,33800,0,33800,Pagada,efectivo,6601dbd8-ff96-4f80-9d0c-95b5ba63a452
535,2025-10-08 20:47:55.345665+00,2025-10-08 20:47:55.345665+00,,FAC-1534,2025-10-08 20:47:55.340332+00,1,1,5300,0,5300,Pagada,efectivo,d7a8d1fd-5777-47f7-b9f1-bebc747769f4
536,2025-10-08 20:52:42.838197+00,2025-10-08 20:52:42.838197+00,,FAC-1535,2025-10-08 20:52:42.832805+00,1,1,600,0,600,Pagada,efectivo,8fadd5b3-0bfc-4fad-9219-5836bec56490
537,2025-10-08 21:00:22.485402+00,2025-10-08 21:00:22.485402+00,,FAC-1536,2025-10-08 21:00:22.480465+00,1,1,5200,0,5200,Pagada,efectivo,a22cc9fa-fd0b-4a61-a7a2-6a56e1a8cafe
